payment_id,loan_id,payment_date,payment_amount,payment_status
2076,212,9/3/2023,449.66,Late
2077,141,10/24/2024,589.96,On-Time
2078,308,1/13/2024,814,On-Time
2079,284,4/4/2024,411.74,On-Time
2080,357,4/28/2020,446.7,On-Time
2081,89,9/23/2021,625.68,On-Time
2082,174,5/21/2024,806.61,On-Time
2083,176,9/17/2024,482.17,On-Time
2084,365,5/20/2021,797.8,On-Time
2085,474,2/28/2021,790.34,Missed
2086,236,8/19/2020,658.83,On-Time
2087,225,7/29/2021,837.48,On-Time
2088,360,5/19/2022,495.4,Missed
2089,424,8/18/2023,901.28,On-Time
2090,54,3/19/2021,898.57,On-Time
2091,155,1/13/2022,886.56,On-Time
2092,335,6/29/2022,729.06,Late
2093,387,4/11/2024,347.99,Late
2094,93,4/24/2023,732.07,On-Time
2095,95,5/31/2020,883.94,On-Time
2096,315,4/7/2024,78.78,On-Time
2097,488,6/3/2021,694.32,On-Time
2098,375,5/22/2023,681.95,On-Time
2099,376,8/6/2024,468.92,On-Time
2100,18,2/19/2024,217.16,On-Time
2101,152,10/8/2022,509.65,On-Time
2102,317,9/17/2024,700.01,On-Time
2103,487,2/16/2021,475.58,On-Time
2104,125,11/25/2024,910.07,On-Time
2105,374,9/4/2023,605.65,On-Time
2106,441,8/16/2024,627.02,Late
2107,300,6/23/2022,546.56,On-Time
2108,175,11/27/2023,542.68,On-Time
2109,456,9/15/2021,550.51,On-Time
2110,221,12/21/2024,594.27,Late
2111,368,6/19/2021,539.85,On-Time
2112,421,11/28/2022,486.16,On-Time
2113,37,11/17/2021,734.59,On-Time
2114,329,9/20/2024,576.71,On-Time
2115,429,9/4/2021,791.7,On-Time
2116,158,1/7/2022,620.08,On-Time
2117,143,3/26/2023,440.79,On-Time
2118,232,5/15/2022,363.26,Late
2119,460,2/26/2022,595.27,On-Time
2120,372,2/11/2022,808.59,On-Time
2121,381,8/23/2020,906.5,On-Time
2122,489,2/23/2021,972.54,Late
2123,411,4/22/2021,816.59,Late
2124,303,11/3/2023,953.97,On-Time
2125,47,9/21/2024,437.05,Late
2126,415,11/20/2021,689.79,On-Time
2127,205,12/16/2024,445.5,On-Time
2128,271,10/12/2021,693.13,Late
2129,182,5/4/2020,799.72,Late
2130,197,2/1/2024,503.81,On-Time
2131,298,3/17/2023,679.87,On-Time
2132,119,2/12/2022,618.43,On-Time
2133,62,9/4/2024,653.17,On-Time
2134,281,10/8/2020,568.69,On-Time
2135,12,5/30/2020,335.54,On-Time
2136,497,11/13/2023,887.03,On-Time
2137,265,7/9/2022,689.63,On-Time
2138,125,2/9/2024,725.62,On-Time
2139,346,1/4/2020,878.67,On-Time
2140,293,3/31/2023,800.25,On-Time
2141,137,6/14/2024,293.93,On-Time
2142,197,1/5/2024,841.06,Missed
2143,183,2/14/2022,656.18,On-Time
2144,302,5/5/2020,628.46,Late
2145,455,4/25/2020,713.88,On-Time
2146,425,6/23/2021,677.41,On-Time
2147,95,3/6/2023,459.18,Late
2148,236,10/8/2022,354.41,On-Time
2149,101,11/4/2021,49.28,On-Time
2150,7,7/5/2020,776.24,On-Time
2151,389,2/10/2024,1033.02,On-Time
2152,436,11/25/2023,495.21,On-Time
2153,125,11/4/2023,821.38,On-Time
2154,209,2/2/2020,423.83,On-Time
2155,203,4/8/2022,499.79,Late
2156,165,9/15/2022,851.93,On-Time
2157,316,3/15/2022,446.66,On-Time
2158,292,1/13/2020,521.34,On-Time
2159,475,8/12/2023,528.05,On-Time
2160,1,7/1/2023,552.82,On-Time
2161,129,12/24/2020,813.81,On-Time
2162,206,4/2/2022,361.88,On-Time
2163,444,1/14/2020,523.56,On-Time
2164,476,7/11/2023,441.27,On-Time
2165,297,6/8/2020,195.94,On-Time
2166,449,6/25/2022,666.93,On-Time
2167,392,1/8/2022,569.91,On-Time
2168,493,9/10/2023,19.49,Late
2169,41,9/9/2024,711.88,On-Time
2170,431,8/27/2024,689.68,On-Time
2171,379,12/4/2022,500.74,On-Time
2172,363,3/28/2021,366.33,On-Time
2173,346,4/13/2022,595.46,On-Time
2174,420,10/27/2021,1150.61,On-Time
2175,93,3/8/2022,553.74,Late
2176,104,11/28/2020,474.79,On-Time
2177,365,6/10/2022,512.8,On-Time
2178,241,4/22/2024,312.82,On-Time
2179,260,10/5/2022,853.53,On-Time
2180,170,4/13/2020,389.76,On-Time
2181,258,6/3/2020,312.44,On-Time
2182,250,3/21/2020,490.36,On-Time
2183,478,4/17/2023,889.06,Late
2184,303,2/2/2021,752.44,On-Time
2185,404,9/3/2023,541.42,On-Time
2186,30,8/31/2021,507.76,On-Time
2187,82,1/30/2020,478.17,On-Time
2188,286,3/29/2023,481.32,On-Time
2189,366,3/9/2021,544.07,Late
2190,355,10/27/2022,795.64,On-Time
2191,257,1/8/2024,431.51,On-Time
2192,314,2/22/2022,1001.76,On-Time
2193,323,12/15/2021,827.16,On-Time
2194,23,7/21/2022,1034.25,Late
2195,429,8/25/2023,266.68,On-Time
2196,232,8/12/2021,500.66,On-Time
2197,406,10/24/2021,666.32,On-Time
2198,305,11/2/2023,610.22,On-Time
2199,375,7/5/2020,761.19,On-Time
2200,253,10/6/2023,715.17,On-Time
2201,432,11/17/2022,390.34,On-Time
2202,63,5/4/2021,461.43,On-Time
2203,304,8/22/2022,581.14,On-Time
2204,44,10/18/2022,290.87,Late
2205,51,9/29/2023,525.68,On-Time
2206,190,11/21/2021,693.94,On-Time
2207,240,10/11/2024,863.56,Late
2208,207,3/9/2024,660.02,On-Time
2209,381,5/4/2023,64.16,On-Time
2210,41,9/11/2020,602.3,On-Time
2211,464,8/2/2020,819.37,Missed
2212,155,10/2/2024,264.84,Late
2213,480,4/24/2020,572.45,Late
2214,98,10/12/2021,815.4,Late
2215,57,3/13/2022,584.32,On-Time
2216,170,3/8/2023,546.26,On-Time
2217,268,9/30/2024,865.71,On-Time
2218,466,4/1/2024,584.71,On-Time
2219,338,12/14/2022,579.17,On-Time
2220,60,8/16/2021,568.26,On-Time
2221,64,6/21/2021,838.84,On-Time
2222,260,7/12/2021,607.27,On-Time
2223,482,5/24/2021,563.95,On-Time
2224,423,2/29/2024,542.07,On-Time
2225,403,4/10/2024,208.87,Late
2226,363,11/8/2020,697.77,On-Time
2227,190,5/17/2023,596.01,On-Time
2228,429,2/17/2023,641.03,On-Time
2229,61,4/2/2021,430.92,On-Time
2230,244,5/30/2023,365.56,On-Time
2231,415,6/2/2024,464.94,Late
2232,177,5/17/2021,227.06,Late
2233,159,12/22/2024,472.24,On-Time
2234,42,11/30/2022,1128.52,Missed
2235,432,8/18/2024,705.45,Late
2236,20,11/27/2023,639.15,Late
2237,112,1/1/2020,390.67,On-Time
2238,212,11/26/2024,414.79,Missed
2239,96,2/3/2020,553.28,On-Time
2240,20,5/19/2022,139.15,Late
2241,16,9/29/2023,644.58,On-Time
2242,57,2/28/2021,494.91,On-Time
2243,275,12/24/2022,1149.78,Late
2244,223,11/25/2024,887.78,On-Time
2245,13,5/28/2024,732.07,On-Time
2246,247,5/30/2021,502.92,On-Time
2247,20,11/22/2023,933.02,On-Time
2248,363,8/16/2022,377.04,On-Time
2249,332,11/10/2022,738.17,On-Time
2250,433,4/11/2022,486.45,On-Time
2251,239,6/2/2020,694.66,On-Time
2252,410,5/19/2022,555.04,On-Time
2253,35,8/31/2020,370.39,On-Time
2254,169,12/28/2022,570.75,On-Time
2255,394,7/8/2022,813.88,On-Time
2256,332,3/25/2024,1019.93,On-Time
2257,280,6/22/2024,851.1,On-Time
2258,201,1/28/2024,538.29,On-Time
2259,325,2/1/2020,387.59,On-Time
2260,159,8/7/2021,554.04,On-Time
2261,438,2/18/2021,1093.62,On-Time
2262,314,8/20/2020,338.95,On-Time
2263,98,2/2/2021,594.39,Missed
2264,316,4/16/2023,395.99,Late
2265,365,5/29/2021,158.66,On-Time
2266,11,4/13/2020,1023.78,On-Time
2267,73,2/4/2020,618.01,On-Time
2268,214,9/18/2021,714.55,On-Time
2269,40,11/5/2020,621.52,On-Time
2270,439,12/17/2021,768.42,Missed
2271,431,5/3/2022,806.17,On-Time
2272,476,2/9/2023,428.96,On-Time
2273,445,12/11/2021,1014.6,On-Time
2274,208,1/31/2022,908.24,On-Time
2275,74,5/1/2022,703.57,On-Time
2276,34,1/29/2023,411.17,On-Time
2277,62,12/4/2023,409.66,On-Time
2278,79,8/17/2021,328.33,Missed
2279,466,5/30/2023,600.22,On-Time
2280,173,10/9/2023,802.82,On-Time
2281,95,10/29/2021,692.52,Late
2282,5,9/2/2021,504.54,On-Time
2283,307,11/23/2024,340.4,On-Time
2284,353,10/27/2024,858.44,On-Time
2285,58,8/27/2020,464.26,On-Time
2286,123,7/6/2024,257.85,On-Time
2287,93,1/13/2021,655.63,On-Time
2288,3,3/13/2023,534.56,Late
2289,23,8/30/2020,761.01,On-Time
2290,266,4/24/2021,490.97,Late
2291,303,9/29/2023,617.95,Late
2292,288,3/9/2020,609.4,Missed
2293,377,12/16/2021,544.58,On-Time
2294,48,7/6/2022,452.7,On-Time
2295,411,11/1/2022,798.65,Missed
2296,253,1/21/2023,668.63,On-Time
2297,36,5/12/2024,611.59,On-Time
2298,88,5/1/2021,588.95,On-Time
2299,310,3/17/2022,591.09,On-Time
2300,20,12/14/2023,449.5,On-Time
2301,131,2/12/2022,418.63,On-Time
2302,197,11/18/2021,625,Late
2303,387,10/28/2022,702.39,On-Time
2304,424,3/10/2020,703.42,On-Time
2305,251,5/9/2024,804.64,On-Time
2306,316,10/5/2023,762.15,On-Time
2307,454,3/1/2020,517.84,On-Time
2308,463,7/1/2023,1114.03,On-Time
2309,379,12/4/2020,948.77,Late
2310,198,5/11/2022,405.73,On-Time
2311,23,10/30/2020,656.42,On-Time
2312,188,9/7/2023,451.62,On-Time
2313,286,9/10/2021,441.32,On-Time
2314,167,3/21/2023,540.8,On-Time
2315,168,10/31/2023,842.65,On-Time
2316,48,10/10/2020,377.13,Late
2317,213,11/23/2022,1071.32,Late
2318,301,8/29/2023,720.83,On-Time
2319,37,5/21/2024,339.44,On-Time
2320,406,10/8/2020,721.62,On-Time
2321,52,12/3/2021,497.4,On-Time
2322,258,10/23/2021,489.65,On-Time
2323,14,4/24/2021,802.67,On-Time
2324,18,9/10/2021,611.2,On-Time
2325,114,7/20/2022,537.03,On-Time
2326,178,5/14/2023,656.26,On-Time
2327,271,7/2/2021,360.5,On-Time
2328,293,10/4/2021,606.81,Late
2329,386,9/14/2022,974.49,On-Time
2330,119,1/13/2022,228.95,On-Time
2331,363,12/23/2022,665.59,On-Time
2332,340,12/29/2020,656.56,On-Time
2333,330,5/26/2023,570.62,On-Time
2334,69,6/27/2024,76.99,On-Time
2335,32,2/10/2021,502.85,On-Time
2336,450,8/24/2022,720.96,On-Time
2337,236,12/17/2022,903.41,On-Time
2338,241,5/6/2024,485.36,On-Time
2339,313,7/14/2023,354.9,On-Time
2340,246,9/21/2020,719.25,On-Time
2341,317,6/19/2022,741.84,Late
2342,261,9/11/2023,489.65,On-Time
2343,341,5/25/2024,755.49,On-Time
2344,146,9/13/2021,409.88,Missed
2345,304,3/15/2023,621.26,On-Time
2346,296,3/5/2020,649.05,On-Time
2347,68,1/2/2021,405.6,On-Time
2348,352,8/13/2021,602.27,On-Time
2349,484,11/17/2023,550.73,On-Time
2350,56,9/30/2022,311.42,On-Time
2351,388,1/7/2024,463.22,Missed
2352,145,3/6/2023,600.19,On-Time
2353,52,11/14/2021,693.55,On-Time
2354,125,3/8/2023,535.41,Late
2355,447,5/10/2020,739.52,On-Time
2356,426,12/17/2021,792.68,Late
2357,417,2/11/2022,596.24,On-Time
2358,470,8/22/2024,1029.4,On-Time
2359,274,10/23/2021,790.8,On-Time
2360,411,4/1/2022,631.17,Late
2361,128,3/9/2021,458.77,On-Time
2362,463,4/16/2020,745.61,On-Time
2363,445,1/26/2020,537.68,On-Time
2364,25,8/1/2021,480.43,On-Time
2365,61,6/30/2020,372.61,Late
2366,394,9/30/2021,518.4,Late
2367,336,1/12/2021,326.35,On-Time
2368,388,7/29/2024,929.04,On-Time
2369,128,11/13/2022,626.95,On-Time
2370,159,9/26/2022,426.55,On-Time
2371,251,9/25/2020,638.11,On-Time
2372,288,11/26/2020,622.41,On-Time
2373,152,6/7/2023,957.69,Late
2374,315,4/18/2020,800.1,On-Time
2375,402,4/26/2023,438.2,Late
2376,480,1/16/2022,414.98,On-Time
2377,373,3/11/2023,806.61,On-Time
2378,92,12/5/2022,553.81,On-Time
2379,203,8/30/2020,293.68,On-Time
2380,200,2/11/2022,523.94,On-Time
2381,193,11/9/2024,567.6,On-Time
2382,374,5/20/2020,753.46,On-Time
2383,386,3/21/2023,617.6,On-Time
2384,405,2/3/2021,437.3,On-Time
2385,497,6/24/2021,691.48,On-Time
2386,124,1/19/2020,625.4,On-Time
2387,116,8/15/2021,41.89,Late
2388,467,2/11/2024,701.01,On-Time
2389,170,4/14/2023,394.86,On-Time
2390,478,8/8/2020,539.31,Late
2391,127,10/14/2020,491.13,On-Time
2392,360,4/30/2024,146.23,Late
2393,409,6/4/2024,676.62,On-Time
2394,53,8/5/2021,316.04,On-Time
2395,393,10/31/2024,520.14,Late
2396,170,11/20/2020,541.22,Late
2397,244,9/10/2022,261.53,On-Time
2398,284,8/9/2022,786.01,On-Time
2399,421,9/26/2021,521.92,On-Time
2400,61,12/11/2023,538.21,On-Time
2401,59,5/10/2021,632.86,On-Time
2402,416,1/23/2020,528.03,On-Time
2403,425,4/6/2021,412.86,Late
2404,75,1/13/2021,369.72,On-Time
2405,370,6/21/2024,954.8,On-Time
2406,213,7/7/2020,592.19,Late
2407,126,7/25/2024,443.7,On-Time
2408,152,3/24/2021,666.7,On-Time
2409,65,10/3/2021,780.96,On-Time
2410,208,12/14/2020,1157.17,On-Time
2411,116,11/28/2021,596.28,On-Time
2412,88,4/20/2022,497.62,On-Time
2413,10,1/28/2020,133.46,Missed
2414,480,11/3/2021,583.35,On-Time
2415,348,7/26/2023,486.5,On-Time
2416,50,6/7/2024,618.37,On-Time
2417,97,3/9/2022,614.48,On-Time
2418,252,12/7/2022,843.18,Late
2419,63,4/30/2024,639.97,On-Time
2420,486,11/7/2023,619.15,On-Time
2421,86,10/15/2022,635.54,On-Time
2422,193,7/10/2021,536.27,Missed
2423,355,5/26/2023,880.7,On-Time
2424,58,6/18/2024,680.94,On-Time
2425,493,7/16/2022,753.42,Late
2426,204,11/2/2020,551.36,On-Time
2427,302,3/25/2022,383.86,On-Time
2428,345,4/8/2022,403.26,On-Time
2429,284,4/16/2023,899.72,On-Time
2430,120,6/30/2021,974.85,On-Time
2431,465,12/15/2023,447.83,On-Time
2432,208,12/15/2022,380.99,On-Time
2433,224,5/13/2024,754.84,On-Time
2434,315,4/4/2024,504.51,Late
2435,493,11/18/2021,280.89,On-Time
2436,260,3/26/2020,350.57,On-Time
2437,111,10/21/2021,585.04,On-Time
2438,124,6/29/2022,1055.14,Late
2439,169,7/27/2021,939.71,Missed
2440,113,6/17/2024,479.92,Late
2441,60,11/3/2022,319.5,On-Time
2442,318,2/2/2023,511.78,On-Time
2443,11,6/26/2020,565.9,On-Time
2444,20,7/27/2020,619.08,Late
2445,218,12/28/2022,473.56,On-Time
2446,135,6/29/2022,481.15,On-Time
2447,351,10/12/2022,721.01,On-Time
2448,62,12/22/2022,527.8,On-Time
2449,391,4/9/2023,544.88,Late
2450,119,3/5/2022,650.66,On-Time
2451,320,1/16/2021,759.04,On-Time
2452,186,4/8/2022,638.72,Missed
2453,132,8/26/2023,717.31,Late
2454,200,9/18/2024,912.71,On-Time
2455,243,1/17/2022,535.84,On-Time
2456,142,6/15/2020,740.6,On-Time
2457,249,10/13/2024,430.9,On-Time
2458,342,10/20/2022,599.06,On-Time
2459,151,9/20/2021,496.04,On-Time
2460,345,8/20/2020,630.67,On-Time
2461,292,6/11/2020,794.08,On-Time
2462,497,8/15/2021,424.76,On-Time
2463,90,5/18/2021,834.68,On-Time
2464,280,7/12/2023,558.79,On-Time
2465,82,5/20/2021,601.88,On-Time
2466,21,9/26/2021,455.18,On-Time
2467,63,2/29/2020,303.24,Late
2468,303,12/21/2022,472.93,On-Time
2469,325,11/25/2024,728.87,On-Time
2470,271,2/3/2023,387.77,On-Time
2471,415,3/13/2023,706.01,On-Time
2472,218,2/3/2021,360.95,On-Time
2473,260,9/15/2022,320.05,Late
2474,383,11/6/2024,480.04,On-Time
2475,132,6/27/2021,482.27,On-Time
2476,172,12/23/2020,845.42,On-Time
2477,114,5/1/2021,788.65,Late
2478,445,9/3/2020,491.45,On-Time
2479,191,6/9/2023,803.88,On-Time
2480,83,2/7/2020,624.77,On-Time
2481,154,11/9/2021,359.38,On-Time
2482,434,3/21/2021,540.35,On-Time
2483,417,1/10/2024,471.21,On-Time
2484,388,6/28/2024,718.17,Late
2485,185,1/16/2020,401.61,On-Time
2486,239,2/23/2020,524.28,Late
2487,318,11/24/2024,671.02,On-Time
2488,102,1/18/2022,564.25,On-Time
2489,344,1/18/2020,751.82,On-Time
2490,479,2/10/2022,640.1,On-Time
2491,162,7/2/2021,369.36,On-Time
2492,126,8/12/2023,693.94,On-Time
2493,290,5/17/2024,867,Late
2494,130,12/27/2022,605.65,On-Time
2495,299,11/25/2023,662.14,Missed
2496,328,9/3/2022,394.63,On-Time
2497,433,2/14/2024,447.96,Late
2498,21,6/6/2022,937.57,On-Time
2499,140,11/18/2021,846.64,On-Time
2500,36,1/19/2020,630.42,Late
2501,379,8/20/2021,614.63,On-Time
2502,257,1/16/2022,721.97,On-Time
2503,426,1/12/2024,392.79,Missed
2504,359,11/4/2020,836.95,On-Time
2505,144,5/25/2020,751.09,On-Time
2506,49,3/17/2022,535.45,On-Time
2507,6,1/20/2023,584.31,On-Time
2508,124,1/24/2024,578.63,On-Time
2509,225,12/13/2023,508.19,On-Time
2510,491,11/24/2020,547.92,On-Time
2511,269,9/22/2023,732.8,On-Time
2512,173,12/12/2023,654.79,Late
2513,9,2/21/2022,586.59,On-Time
2514,227,8/7/2021,764.17,On-Time
2515,156,5/20/2022,846.4,On-Time
2516,192,12/15/2024,444.39,On-Time
2517,418,1/3/2023,942.76,On-Time
2518,160,9/10/2022,803.59,Late
2519,119,1/13/2023,860.74,On-Time
2520,449,12/3/2021,1196.7,On-Time
2521,359,12/3/2020,771.83,On-Time
2522,89,3/4/2022,267.43,Late
2523,180,6/25/2020,435.54,On-Time
2524,330,11/16/2024,335.91,On-Time
2525,450,2/10/2022,885.2,Late
2526,132,1/13/2024,872.61,On-Time
2527,25,3/14/2023,958.99,On-Time
2528,80,9/3/2020,758.44,On-Time
2529,63,2/26/2023,940.25,Late
2530,296,8/11/2021,282.35,On-Time
2531,108,12/14/2021,592.62,Missed
2532,325,1/9/2023,416.58,Late
2533,184,9/22/2021,275.75,On-Time
2534,151,5/21/2023,958.64,On-Time
2535,84,10/24/2023,360.4,On-Time
2536,387,2/4/2023,569.03,On-Time
2537,384,10/10/2021,698.45,Late
2538,321,1/23/2023,437.84,On-Time
2539,494,1/27/2023,230.18,On-Time
2540,382,6/24/2022,630.74,On-Time
2541,307,11/19/2021,493.33,Late
2542,248,2/17/2020,976.94,On-Time
2543,281,6/24/2020,660.61,On-Time
2544,208,2/2/2021,718.61,On-Time
2545,297,2/14/2020,2.96,On-Time
2546,5,7/5/2023,695.06,On-Time
2547,228,11/9/2020,578.49,On-Time
2548,192,6/14/2020,892.44,On-Time
2549,134,3/18/2024,462.13,On-Time
2550,76,10/19/2024,703.38,On-Time
2551,302,10/12/2022,386.92,On-Time
2552,407,4/25/2021,306.76,On-Time
2553,110,5/30/2022,493.7,On-Time
2554,166,2/4/2024,522.55,On-Time
2555,389,11/29/2021,384.01,On-Time
2556,61,8/31/2021,548.35,Late
2557,130,7/9/2020,669.38,On-Time
2558,3,2/12/2020,778.38,Missed
2559,489,2/10/2022,196.55,On-Time
2560,135,11/13/2021,610.67,On-Time
2561,346,8/24/2020,194.49,On-Time
2562,460,9/20/2024,892.86,Late
2563,434,3/27/2022,840.37,Late
2564,444,6/15/2021,575.9,On-Time
2565,493,11/15/2021,427.71,On-Time
2566,449,10/18/2021,580.61,On-Time
2567,193,7/31/2021,346.07,Late
2568,353,6/3/2023,938.51,On-Time
2569,62,3/9/2021,390.55,On-Time
2570,310,3/29/2021,740.32,On-Time
2571,245,12/21/2024,472.1,On-Time
2572,487,2/24/2023,702.81,On-Time
2573,53,10/3/2021,543.86,On-Time
2574,9,11/24/2024,746.51,On-Time
2575,129,3/2/2021,822.01,On-Time
2576,399,11/25/2023,527.65,On-Time
2577,345,3/13/2020,653.52,On-Time
2578,108,3/17/2023,985.51,On-Time
2579,292,2/24/2021,604.03,On-Time
2580,394,3/11/2021,714.12,On-Time
2581,375,6/2/2024,757.31,Late
2582,50,10/8/2020,376,On-Time
2583,415,2/12/2021,310.93,On-Time
2584,499,11/15/2020,611.95,Late
2585,212,12/9/2023,518.03,On-Time
2586,69,7/14/2022,403.43,Late
2587,476,1/3/2021,196.09,On-Time
2588,98,1/28/2021,533.31,On-Time
2589,103,12/16/2023,569.07,On-Time
2590,358,9/12/2021,711.84,Late
2591,16,7/17/2024,575.44,On-Time
2592,79,6/8/2024,291.33,On-Time
2593,233,2/28/2024,526.77,On-Time
2594,231,2/4/2024,389.65,On-Time
2595,298,1/26/2023,729.81,On-Time
2596,410,10/27/2023,903.76,On-Time
2597,158,9/23/2022,599.75,On-Time
2598,258,3/21/2023,540.5,On-Time
2599,451,1/9/2023,652.66,On-Time
2600,211,11/6/2022,862.57,On-Time
2601,184,6/24/2024,105.28,On-Time
2602,408,12/29/2022,427.56,On-Time
2603,195,5/26/2021,442.38,Late
2604,40,4/11/2022,613.56,On-Time
2605,191,5/23/2022,681.56,Missed
2606,453,8/25/2020,668.55,On-Time
2607,315,2/18/2021,661.7,On-Time
2608,480,2/26/2020,611.89,On-Time
2609,61,11/28/2023,511.98,On-Time
2610,180,12/24/2023,610.28,On-Time
2611,479,2/27/2023,132.05,On-Time
2612,332,9/8/2021,431.05,On-Time
2613,235,8/16/2021,631.17,On-Time
2614,36,2/19/2020,323.17,On-Time
2615,228,4/14/2021,346.37,On-Time
2616,31,3/19/2022,565.13,Late
2617,225,4/29/2021,853.58,On-Time
2618,123,3/1/2024,604.63,On-Time
2619,263,11/27/2020,298.14,On-Time
2620,123,8/23/2022,609.89,Late
2621,218,5/24/2020,755.37,On-Time
2622,346,7/24/2020,678.1,Missed
2623,276,6/24/2022,485.86,On-Time
2624,98,3/30/2020,558.79,On-Time
2625,417,1/14/2024,650.49,On-Time
2626,467,6/18/2020,714.94,On-Time
2627,401,6/15/2023,563.59,On-Time
2628,491,4/7/2021,395.37,On-Time
2629,485,11/24/2023,576.25,On-Time
2630,6,4/4/2023,531.49,On-Time
2631,123,10/15/2021,656.38,Late
2632,86,2/23/2021,889.15,On-Time
2633,230,1/31/2021,837,On-Time
2634,81,4/25/2023,572.03,On-Time
2635,404,8/17/2024,631.16,On-Time
2636,362,7/11/2023,339.51,On-Time
2637,426,1/15/2023,721.98,Late
2638,191,6/10/2023,642.22,On-Time
2639,255,11/4/2020,701.8,On-Time
2640,41,12/15/2021,434.34,On-Time
2641,218,5/12/2020,617.11,On-Time
2642,348,7/26/2024,484.46,On-Time
2643,114,2/5/2024,802.3,Missed
2644,365,10/30/2020,686.29,On-Time
2645,200,11/17/2024,838.08,On-Time
2646,491,11/20/2024,386.76,On-Time
2647,135,11/13/2024,572.92,Late
2648,199,10/6/2020,560.25,On-Time
2649,157,7/19/2020,668.79,Late
2650,323,5/5/2021,647.91,On-Time
2651,400,10/7/2024,619.67,On-Time
2652,333,10/24/2020,305.89,On-Time
2653,306,3/6/2023,394.71,On-Time
2654,338,3/23/2021,535.55,On-Time
2655,44,7/15/2020,666.74,On-Time
2656,205,1/19/2023,896.11,Late
2657,287,1/1/2022,640.5,On-Time
2658,323,7/30/2024,824.02,Late
2659,222,3/1/2020,525.57,On-Time
2660,259,4/30/2022,310.88,On-Time
2661,90,3/12/2020,688.95,On-Time
2662,450,4/2/2022,596.74,On-Time
2663,103,3/27/2021,516.47,On-Time
2664,482,12/21/2024,283.42,On-Time
2665,358,7/20/2024,191.84,On-Time
2666,205,7/17/2020,833.74,On-Time
2667,331,4/3/2022,472.93,On-Time
2668,357,10/9/2020,757.18,On-Time
2669,263,11/13/2024,933.46,On-Time
2670,491,3/20/2023,525.55,On-Time
2671,27,11/29/2022,822.39,On-Time
2672,7,1/5/2021,696.64,On-Time
2673,264,4/21/2021,817.15,On-Time
2674,356,2/27/2020,610.92,On-Time
2675,42,7/1/2021,676.2,On-Time
2676,221,6/30/2023,742.65,On-Time
2677,341,12/14/2021,295,Late
2678,154,2/19/2021,541.85,On-Time
2679,61,8/26/2020,300.42,Late
2680,276,1/18/2021,573.19,On-Time
2681,221,2/10/2021,516.9,On-Time
2682,79,4/6/2023,889.05,On-Time
2683,87,4/20/2020,989.56,On-Time
2684,79,12/26/2023,684.75,On-Time
2685,51,10/14/2024,924.9,On-Time
2686,330,8/29/2024,633.63,On-Time
2687,386,8/12/2023,463.07,On-Time
2688,240,10/11/2020,752.25,On-Time
2689,372,10/27/2020,535.91,On-Time
2690,128,8/25/2021,570.64,Late
2691,286,3/12/2024,708.51,On-Time
2692,229,6/29/2021,507.27,On-Time
2693,347,1/18/2023,1007.18,On-Time
2694,401,3/3/2024,164.63,On-Time
2695,195,3/30/2024,365.73,On-Time
2696,456,8/4/2021,636.67,On-Time
2697,427,10/18/2024,658,On-Time
2698,101,4/29/2022,579,On-Time
2699,305,12/30/2022,590.47,On-Time
2700,4,10/3/2021,344.22,On-Time
2701,472,12/19/2020,748.49,On-Time
2702,285,10/2/2021,631.72,On-Time
2703,200,9/24/2021,596.67,On-Time
2704,162,6/30/2020,734.78,On-Time
2705,240,2/22/2023,722.68,On-Time
2706,393,4/19/2020,438.58,On-Time
2707,186,11/10/2023,651.78,On-Time
2708,81,11/4/2024,602.79,On-Time
2709,74,6/12/2020,729.74,On-Time
2710,408,4/12/2024,824.72,On-Time
2711,184,5/23/2023,548.95,On-Time
2712,237,4/12/2020,729.24,On-Time
2713,214,2/7/2021,635.4,On-Time
2714,81,4/3/2023,350.06,On-Time
2715,223,5/13/2024,445.98,On-Time
2716,364,12/3/2022,449.48,On-Time
2717,189,3/9/2023,816.21,On-Time
2718,201,11/21/2022,360.87,On-Time
2719,463,9/5/2020,290.19,Late
2720,191,3/16/2022,777.52,On-Time
2721,170,6/26/2021,643.91,On-Time
2722,371,6/13/2021,541.43,On-Time
2723,222,8/19/2024,227.22,On-Time
2724,17,10/27/2024,233.71,On-Time
2725,199,2/16/2021,106.67,On-Time
2726,238,6/14/2024,429.33,Late
2727,237,9/17/2022,1060.12,Missed
2728,346,4/10/2022,646.82,On-Time
2729,245,5/29/2022,684.33,On-Time
2730,450,11/17/2024,587.69,On-Time
2731,304,4/28/2022,333.85,Late
2732,221,6/15/2021,504.56,On-Time
2733,113,8/21/2024,824.12,On-Time
2734,454,11/20/2022,682.4,On-Time
2735,417,11/28/2021,116.8,On-Time
2736,294,9/25/2022,948.49,On-Time
2737,257,1/25/2021,580.96,On-Time
2738,55,8/11/2020,446.4,Late
2739,439,3/6/2024,543.75,On-Time
2740,138,12/8/2024,511.39,On-Time
2741,372,9/9/2022,456.04,Late
2742,311,8/14/2022,711.42,On-Time
2743,95,4/27/2024,434.81,Missed
2744,125,5/23/2021,426.18,On-Time
2745,24,2/18/2020,626.04,On-Time
2746,456,10/18/2023,671.45,On-Time
2747,284,3/18/2022,740.6,Late
2748,92,12/10/2021,730.28,On-Time
2749,496,9/22/2024,628.97,On-Time
2750,364,10/31/2024,244.74,On-Time
2751,51,11/4/2022,850.38,On-Time
